tl,en
"""Magkakaroon ng pantay-pantay na pagtrato dito sa Pilipinas sapagkat kung ikaw ay nagnakaw, kung ikaw ay gumawa ng masama sa ating mga kababayan, kaibigan man kita o kaaway o pamilya, ipakukulong ko kayo,"" wika ng senadora.","""There will be equal treatment in the Philippines because if you are stolen, if you do bad things in our countrymen, friend or foe or enemy or family, I will confuse you,"" Senator said."
Naniniwala naman siya na mauunawaan ng mga mambabatas - lalo na ang mga senador - ang kanyang desisyon na hindi pagbigyan ang panawagan ng mga ito.,He believes that lawmakers will understand - especially the senators - his decision not to give them the call.
KINATIGAN ng Korte Suprema ang naunang desisyon ng Commission on Elections (Comelec) na nagdedeklara kina Elly Pamatong at Rizalito David bilang nuisance na kandidato matapos namang maghain ng certificate of candidacy (COC) para sa Mayo 2016 presidential race.,The Supreme Court held the previous decision of the Commission on Elections (COMELEC) which declares Elly Pamp and Rizalito David as a nuisance candidate after filing a Certificate of Candidacy (COC) for the May 2016 Presidential Race.
Sa top 10 ay anim rito ang mga babae na kinabibilangan ng top 2 na si Lt. Merriefin Carisusa ng Cebu.,In Top 10 is six of the women who include Top 2 Lt. Merriefin Carisusa of Cebu.
"MANILA - Higit sa halaga, inihayag ng Malacanang nitong Sabado na mas importante ang ""moral victory"" na nakamit ng mga biktima ng human rights violation ng rehimeng Marcos.","Manila - Over the amount, Malacanang announced on Saturday that the ""moral victory"" achieved the victims of the Human Rights Violation of the Marcos regime."
Robredo handang mag-takeover Ipinahayag naman ng kampo ni Vice President Leni Robredo na nakahanda itong mag-takeover sa pagpapatakbo ng gobyerno sakaling magdeklara ng revolutionary government ang Pangulo.,Robredo is ready to takeover by Vice President Leni Robredo camps that it is available to takeover in the operation of the government in case the President will declare the Revolutionary Government.
"Idinagdag ni Drilon na sa halip na pabilisin ang proseso ng pag-amiyenda ng 1987 Constitution, dapat gawin na lamang prayoridad ng Kongreso ang pagpasa ng mga panukalang batas na tatapos sa ""endo"" o ""labor-only contracting"" at palawakin ang health at social protection coverage.","Drilon added that instead of speeding up the process of the 1987 Constitutionalization process, the Congress should only do the priority of the passage of laws that will end in ""endo"" or ""labor-only contracting"" and expanding Health and Social Protection coverage."
"Sa kasalukuyang batas, ang mga mapapatunayang guilty sa libel ay maaaring mabilanggo ng hanggang anim na buwan o anim na taon bukod sa multang P200 hanggang P6,000 depende sa bigat ng pagkakasala.","In the current law, the proven guilty to libel may be imprisoned for up to six months or six years apart from the P200 to P6,000 depending on the weight of the offense."
"Sa isang panayam kay Sen. Ralph Recto, sinabi nito na bagaman at patuloy pa ring nangangalap ng pondo ang mga kandidato ng administrasyon, mas madali naman silang nakakakuha ng suporta mula sa mga negosyante.","In an interview with Sen. Ralph Recto, said that although and administrative candidates continue to gather funds, they are easier to get support from entrepreneurs."
Mariing itinanggi naman nito ang paratang. Wala daw siyang kinalaman sa bentahan ng droga at na-set up lang daw siya.,It is strongly denied the allegation. He did not do the sales of drugs and set him up.
"Sinabi ni PNoy na kung malakas na growth driver ang mga MSME sa Pilipinas, tiwala siyang mangyayari rin ito sa APEC, at tinukoy niya bilang patunay na 97 porsiyento ng bumubuo sa mga business enterprise ay mga MSME, nakakalikha ng 50 porsiyento ng total employment at 50 porsiyento ng Gross Domestic Product sa Asia Pacific.","PNoy said that if MSME's strong growth driver in the Philippines, he was confident this would happen to the APEC, and he referred to as proof that 97 percent of the business enterprise was MSME, generated 50 percent of total employment and 50 percent of gross domestic product in Asia Pacific."
"Nakasaad din sa FOI bill na lahat na ahensiya ng gobyerno ay obligadong mag-upload sa kanilang website ng updated documents kabilang ang kanilang taunang pondo, itemized monthly collection at disbursements; summary of incomes and expenditures; utilization of Internal Revenue Allotment; annual procurement plan and list; items to bid at iba pa.","The Foi Bill also stated that all government agencies are obliged to upload to their website of updated documents including their annual funds, itemized monthly collection and disbursements; summary of incomes and expenditures; utilization of internal revenue allotment; Annual Procurement Plan and List; Items to bid and so on."
Sinabi ng pulisya na tinangay ni Londres ang sanggol sa loob ng Vicente Sotto Memorial Medical Center (VSMMC) makaraang magpanggap na nurse ng ospital.,The police said London took the baby within the Vicente Sotto Memorial Medical Center (VSMMC) after pretending to be a hospital nurse.
"Sa salaysay ni Mar, naganap ang insidente noong 1988 sa loob ng Music Museum sa Ermita, Maynila. Nanonood sila ng palabas ng bigla na lamang magkagulo kaya kinuha nito ang kanyang kamera sa kagustuhang maka-scoop.","In Marthea, the incident occurred in 1988 within the Music Museum of Ermita, Manila. They watch the show suddenly just too much so it took his camera to scoop."
"Samantala, ayon kay Hamza, ang nabaril at napatay na binatilyo sa Sungai Bilis noong Linggo ay maaaring tagasunod ni Kiram.","Meanwhile, According to Hamza, the shot and killed teenager in Sungai speed last Sunday could be followers of Kiram."
Inaprubahan na ng Department of Labor and Employment (DOLE) ang pagbabawal sa mga kababaihang nagtatrabaho at nagsusuot ng mga matataas na takong sa sapatos.,The Department of Labor and Employment (DOLE) has already approved the ban on women who work and wear high heels in shoes.
"Ang joint resolution No.11 ay may layong pahabain pa ang prangkisa ng giant network hanggang December 31, 2022 sa gitna ng hindi pa tiyak na kapalaran ng ABS-CBN.","The joint resolution No.11 is a long time to extend the Giant Network to December 31, 2022 amongst the undesirable fate of ABS-CBN."
"Inilibing na sa mga hinukay na mass graves ang humigit-kumulang 1,000 kataong nasawi sa bansang Haiti dahil sa pananalasa ng Hurricane Matthew.","The massive mass graves were buried in approximately 1,000 people killed in Haiti because of Hurricane Matthew."
"Sa report na natanggap ng Camp Crame mula sa Police Regional Office-7(PRO-7), kagagaling lamang sa hearing ni Ungab sa kaso ni Espinosa habang sakay ng kanyang Kizashi car nang maganap ang pananambang, malapit sa Hall of Justice sa Sergio Osmena St., North Reclamation Area ng lungsod na ito.","In the report received by Camp Crame from Police Regional Office-7 (pro-7), just at the hearing of Ungab's hearing in the case of Espinosa while riding his Kizashi Car when the ambush occurred, near the Hall of Justice in Sergio Osmena st ., North reclamation area of ??????????this city."
Tiniyak naman ng lider ng Senado na kapag napagbigyan ang kanilang kahilingan ay susunod ang mga tauhan ng Senado sa mga regulasyong ipinatutupad ng PNP sa Custodial Center.,The Senate leader assured that when their request was granted the senate personnel followed the PNP-enforced regulations in the custodial center.
Dahil dito at hihintayin na lamang ng pangulo ang na maipasa ang panukalang batas tungkol dito.,Because of this and only the President will wait for the bill to pass on the bill about it.
I-save n'yo ang numerong ito: 09989702286.,You will save this number: 09989702286.
"Sa report kay QCPD Director Chief/Supt. Guillermo Lorenzo Eleazar, ng Criminal Investigation Detection Unit, nakilala ang biktima na si Alwyn Padilla y Concepcion, 18, single, garbage collector, ng 004-Visayas St., Area B. Group 3, ng nasabing barangay.","To Report to QCPD Director Chief / Supt. Guillermo Lorenzo Eleazar, Criminal Investigation Detection Unit, Meet the victim Alwyn Padilla Y Concepcion, 18, Single, Garbage Collector, of 004-Visayas St., Area B. Group 3, National Barangay."
"Ayon kay Lambino, ang utang ng gobyerno sa China ay pang-labing dalawa lamang sa mga bansang nagpapautang sa Pilipinas.","According to Lambino, the government's debt in China is only twelve in the lender countries in the Philippines."
Will the Golden State Warriors make a coffee table book out of their runner-up NBA finish last month?,Will The Golden State Warriors Make A Coffee Table Book Out Of Their Runner-Up NBA Finish Last Month?
"""Souvenir po sa akin 'yan galing Baguio, alam ko namang bawal, hindi ko lang natanggal sa bagahe,"" ayon kay Salgado.","""The souvenir of me is from Baguio, I know it's not banned, I just did not get rid of baggage,"" said Salgado."
SEOUL (AFP) - Ginisa ng mga tanong ng prosecutors ang tagapagmana ng Samsung na si Lee Jae-Yong noong Huwebes matapos maging suspek sa corruption scandal ng na-impeach na si President Park Geun-Hye.,Seoul (AFP) - Prosecutors asked the Samsung heir Lee Jae-Yong on Thursday after being suspect at the Corruption Scandal President Park Geun-hye.
Naghahanap ngayon umano ng butas ang Malacanang sa mga miyembro ng oposisyon sa senado partikular na kay Senador Edgardo Angara na dating secretary ng Department of Agriculture (DA) dahil umano sa ginagawa nitong pagbatikos sa pamahalaang Arroyo.,Malacanang is now looking for a senator member of the Senate's opposition specifically to Senator Edgardo Angara formerly secretary of the Department of Agriculture (DA) because of what it makes to criticize the Arroyo government.
"Ika-9 ng Setyembre nang kumpirmahin ng Department of Agriculture na ASF ang ikinamatay ng sari-saring baboy mula Rizal at Bucalan, ayon sa laboratory test na isinagawa pa sa United Kingdom.","September 9 When the ASF Department of Agriculture confirmed the death of a variety of pigs from Rizal and Bucalan, according to the laboratory test conducted in the United Kingdom."
Iginiit naman nito na ang patuloy na pagmamatigas ng gobyerno sa tax reform ay patunay ng kawalan ng malasakit sa mga tao lalo na sa mahihirap.,It insists that the continuing stubbornness of the tax reform is proof of indifference to people especially to the poor.
Kabilang sa mga haharap si Agriculture Sec. Proseso Alcala kasama ang pinuno at kinatawan ang ilang implementing agencies na nasa ilalim ng DA na sinasabing piAnaglagyan ng pork barrel ng mga mambabatas pero ibinigay naman sa mga pekeng non-government organizations na konektado kay Janet Lim-Napoles.,The faces of Agriculture Sec. Process Alcala with the leader and representative of some implementing agencies under the DA claiming to be the pork barrel of lawmakers but given to fake non-government organizations connected with Janet Lim-Napoles.
Namumuro na aniya si Uson sa kanyang mga kapalpakan at nagbigay ng batik sa imahe ng Duterte administration.,Uson said he said to his thicknesses and gave a stain on the image of Duterte Administration.
"Gayunpaman, inihayag ng SWS na mas mababa pa rin ito mula sa 24 percent noong Disyembre 2009 sa panahon ni Arroyo.","However, SWS announced that it was still less from 24 percent in December 2009 during Arroyo's day."
Suporta kay Calida,Support Calida.
"""Gusto na jud namo mo-uli sa amo balay aron didto na kami magselibrar sa Pasko ug Bag-ong Tuig"" (Gusto na naming makauwi para makapag-celebrate naman kami ng Pasko at Bagong Taon sa mga bahay namin),"" sabi ng isang ginang na may apat na anak na mahigit tatlong buwan nang nakatuloy sa Surigao del Sur Sports Complex (SSSC) sa Tandag City.","""Want to Jud Namo you-again with Balay Aron Dicto that we can serve Christmas Madam of four children over three months on the Surigao del Sur Sports Complex (SSSC) in Tandag City."
"MANILA, Philippines - Pabor si Cotabato Auxiliary Bishop Collin Baga foro sa plano ni Sta. Teresita, Datu Piang, Maguindanao Parish Priest Fr. Eduardo Vasquez na baguhin ang oras ng simbang gabi bunsod na rin ng tensiyon at pangamba ng mga residente matapos ang Maguindanao Massacre at deklarasyon ng Martial Law.","Manila, Philippines - Cotabato Auxiliary Bishop Collin Baga foro for Sta. Teresita, Datu Piang, Maguindanao Parish Priest Fr. Eduardo Vasquez to change the time of Simbang evening due to the tension and fear of residents after the Maguindanao massacre and declaration of the Martial Law."
